,titulo,precio,nRecamaras,m2_construidos,ubicacion,link,imagen,lat,lng
1443,CASA EN VENTA EN CERRADAS DE CUMBRES  MONTERREY,"$ 2,750,000",3,223,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cerradas-de-cumbres-monterrey-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e919e1380cc9b2.jpg,25.7384795,-100.4078266
1444,"CASA EN VENTA EN CUMBRES 5TO SECTOR, MONTERREY","$ 7,900,000",3,484,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-monterrey-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/559bbb6255451a.jpg,25.7384795,-100.4078266
1445,Casas en Venta en Cumbres 5to Sector,"$ 5,200,000",3,277,"Cumbres, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-cumbres-5to-sector-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/da68694a09f221.jpg,25.7384795,-100.4078266
1446,V506 Residencia en venta en Cumbres 2do sector,"$ 8,000,000",4,455,"Cumbres, Monterrey",https://www.lamudi.com.mx/v506-residencia-en-venta-en-cumbres-2do-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/313fdc24a192eb.jpg,25.7384795,-100.4078266
1447,CASA EN VENTA CUMBRES 6to. SECTOR,"$ 3,500,000",3,170,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-6to-sector-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3216a0a4d92e0f.jpg,25.7384795,-100.4078266
1448,Casa en venta Paseo Cumbres al Poniente de Monterrey.,"$ 3,100,000",3,126,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-paseo-cumbres-al-poniente-de-monterrey-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5291ca8e4bf385.jpg,25.7384795,-100.4078266
1449,CASA EN VENTA EN CUMBRES 6TO SECTOR,"$ 4,500,000",3,262,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-6to-sector-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/13972439f362eb.jpg,25.7384795,-100.4078266
1450,Casa - Espacio Cumbres,"$ 2,308,000",3,160,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-espacio-cumbres-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2bdf8c0a38c81c.jpg,25.7384795,-100.4078266
1451,Casa en Cumbres Monterrey,"$ 3,058,000",4,290,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-cumbres-monterrey-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1ee958759eb437.jpg,25.7384795,-100.4078266
1452,CASA EN VENTA CUMBRES 5TO SECTOR,"$ 7,500,000",3,450,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5to-sector-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7fb37f215412cb.jpg,25.7384795,-100.4078266
1453,CASA EN VENTA CUMBRES 5 SECTOR,"$ 6,750,000",3,330,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5-sector-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/43fcf1838c7dbf.jpg,25.7384795,-100.4078266
1454,"CASA EN VENTA CUMBRES 3ER SECTOR, ZONA CUMBRES, MONTERREY, NUEVO LEON, MEXICO","$ 5,290,000",3,256,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-3er-sector-zona-cumbres-monterrey-nuevo-leon-mexico.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ebf1bae478c270.jpg,25.7384795,-100.4078266
1455,CASA EN VENTA EN CUMBRES 5TO SECTOR,"$ 6,300,000",3,400,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b5a6b877460f92.jpg,25.7384795,-100.4078266
1456,Propiedad que te pueda generar 8% de rendimiento anual.,"$ 5,600,000",4,320,"Cumbres, Monterrey",https://www.lamudi.com.mx/propiedad-que-te-pueda-generar-8-de-rendimiento-anual.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c68308cccb8026.jpg,25.7384795,-100.4078266
1457,CASA EN VENTA EN CUMBRES 5TO SECTOR,"$ 8,000,000",3,360,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-10.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/07dbcc8df93e07.jpg,25.7384795,-100.4078266
1458,CASA EN VENTA EN CUMBRES 5 SECTOR,"$ 5,250,000",4,417,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5-sector-8.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/78c00cbe145dc5.jpg,25.7384795,-100.4078266
1459,CASA EN VENTA CUMBRES 5TO. SECTOR D,"$ 16,400,000",3,730,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5to-sector-d.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/df256a8cd2ddc4.jpg,25.7384795,-100.4078266
1460,"CASA EN CUMBRES 2o, SECTOR, MONTERREY N.L.","$ 11,962,000",4,1,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-cumbres-2o-sector-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f978112c4d06db.jpg,25.7384795,-100.4078266
1461,CASA EN VENTA EN CUMBRES 3ER SECTOR,"$ 7,500,000",4,300,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-3er-sector-23.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a23d06e52e0fda.jpg,25.7384795,-100.4078266
1462,Casa - Cumbres 6to Sector,"$ 4,500,000",3,262,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-cumbres-6to-sector-8.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/939dede9ba1812.jpg,25.7384795,-100.4078266
1463,"YN VENTA DE CASA EN CERRADA LAS CUMBRES, EXCEDENTE","$ 5,400,000",4,291,"Cumbres, Monterrey",https://www.lamudi.com.mx/yn-venta-de-casa-en-cerrada-las-cumbres-excedente.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7d955107c57107.jpg,25.7384795,-100.4078266
1464,"Casa en Venta Cumbres segundo sector, con Excelente ubicacion a dos cuadras de Av. Le...","$ 4,800,000",4,275,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-segundo-sector-con-excelente-ubicacion-a-dos-cuadras-de-av-leones.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/65f1c1281a5471.jpg,25.7384795,-100.4078266
1465,CASA EN VENTA EN CUMBRES 5TO SECTOR,"$ 7,550,000",3,380,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-17.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/38e17cf5af4ae0.jpg,25.7384795,-100.4078266
1466,CASA en VENTA en  Cumbres Allegro (165) Terreno excedente,"$ 4,650,000",3,224,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-allegro-165-terreno-excedente.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2968d8903ee46f.jpg,25.7384795,-100.4078266
1467,"CASA EN VENTA CUMBRES 6 SECTOR, MONTERREY","$ 3,470,000",3,189,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-6-sector-monterrey-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/080d97749c4bd2.jpg,25.7384795,-100.4078266
1468,Casa en venta Cumbres 4to. Sector al Poniente de Monterrey,"$ 5,000,000",3,312,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4to-sector-al-poniente-de-monterrey-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/abace8e9de330d.jpg,25.7384795,-100.4078266
1469,CASA EN VENTA CUMBRES 6 SECTOR,"$ 7,400,000",3,347,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-6-sector-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a5dcbbe9784435.jpg,25.7384795,-100.4078266
1470,"CASA EN VENTA IMPECABLE, CUMBRES 5 SEC  MTY","$ 4,850,000",3,368,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-impecable-cumbres-5-sec-mty.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/69aa6b1bc26128.jpg,25.7384795,-100.4078266
1471,Casa de 3 recamaras en Paseo de las Estrellas,"$ 1,200,000",3,272,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-de-3-recamaras-en-paseo-de-las-estrellas.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/abdeb6e7bb5e1f.jpg,25.7384795,-100.4078266
1472,Casa en venta Cerradas de Cumbres,"$ 4,990,000",3,211,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cerradas-de-cumbres-13.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/30fb2641c28cad.jpg,25.7384795,-100.4078266
1473,"Departamentos tipo Loft, oficinas y locales en Cumbres 2o Sector","$ 1,650,000",1,36,"Cumbres, Monterrey",https://www.lamudi.com.mx/departamentos-tipo-loft-oficinas-y-locales-en-cumbres-2o-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/295ada32a12ed4.jpg,25.7384795,-100.4078266
1474,Casa en Venta en Cumbres 5 Sector,"$ 8,100,000",3,484,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5-sector-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/208eb776042240.jpg,25.7384795,-100.4078266
1475,Oportunidad !!! Casa en venta de una planta  Cumbres Primer sector.,"$ 6,700,000",4,375,"Cumbres, Monterrey",https://www.lamudi.com.mx/oportunidad-casa-en-venta-de-una-planta-cumbres-primer-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/32866f013bca00.jpg,25.7384795,-100.4078266
1476,Casa en Venta cumbres 5 Sector,"$ 7,600,000",3,450,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5-sector-10.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7f48da0d9a40ae.jpg,25.7384795,-100.4078266
1477,Preciosa Casa en Venta en Cumbres privada Aldrin,"$ 3,050,000",3,186,"Cumbres, Monterrey",https://www.lamudi.com.mx/preciosa-casa-en-venta-en-cumbres-privada-aldrin.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/39cbb6c10f50fe.jpg,25.7384795,-100.4078266
1478,"CASA EN CUMBRES 6o. SECTOR, MONTERREY N.L.","$ 2,868,000",3,1,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-cumbres-6o-sector-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f8e0134b9bf98c.jpg,25.7384795,-100.4078266
1479,CASA EN VENTA CUMBRES,"$ 5,250,000",4,417,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-55.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6537f4a3633353.jpg,25.7384795,-100.4078266
1480,Casas en Venta en Cerradas de Cumbres,"$ 3,100,000",2,190,"Cumbres, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-cerradas-de-cumbres-25.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/769b6fbe4b2a9a.jpg,25.7384795,-100.4078266
1481,CASA EN VENTA EN RESIDENCIAL CUMBRES - MONTERREY,"$ 4,100,000",3,265,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-cumbres-monterrey-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/13d5c1f8fb6d67.jpg,25.7384795,-100.4078266
1482,CASA EN VENTA - CUMBRES 4 SECTOR,"$ 6,200,000",3,372,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4-sector-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c40fccddc72876.jpg,25.7384795,-100.4078266
1483,Casa Cumbres 5to Sector,"$ 5,500,000",3,316,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-cumbres-5to-sector-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d85e17a766955b.jpg,25.7384795,-100.4078266
1484,Casas en Venta en Cumbres 4to. Sector,"$ 18,550,000",5,670,"Cumbres, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-cumbres-4to-sector-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bf20300ffa6ea1.jpg,25.7384795,-100.4078266
1485,CASA CUMBRES ZONA PONIENTE  3 NIVELES,"$ 4,600,000",3,307,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-cumbres-zona-poniente-3-niveles.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/852f61d70b203b.jpg,25.7384795,-100.4078266
1486,RESIDENCIA EN CUMBRES 2do SECTOR,"$ 8,900,000",3,340,"Cumbres, Monterrey",https://www.lamudi.com.mx/residencia-en-cumbres-2do-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/82fd8c7d5cd2dd.jpg,25.7384795,-100.4078266
1487,"Casa una planta en Venta Cumbres 4to sector, Monterrey, Nuevo Leon con acceso rapido ...","$ 4,600,000",3,196,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-una-planta-en-venta-cumbres-4to-sector-monterrey-nuevo-leon-con-acceso-rapido-a-paseo-los-leones-amplio-terreno.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bbfe460bd57458.jpg,25.7384795,-100.4078266
1488,Casa en venta Cumbres 2do. Sector al Poniente de Monterrey,"$ 8,000,000",3,400,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-2do-sector-al-poniente-de-monterrey-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/db8de669d7e9a3.jpg,25.7384795,-100.4078266
1489,"Casa en Venta  Cumbres 5o sector, Monterrey","$ 4,550,000",4,265,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5o-sector-monterrey-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/61b71506c1eb45.jpg,25.7384795,-100.4078266
1490,Casa Proyecto en Venta Cumbres 2do. Sector,"$ 6,150,000",3,265,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-proyecto-en-venta-cumbres-2do-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b88839f53d3c07.jpg,25.7384795,-100.4078266
1491,"Casa sola en Venta, en Cumbres 5to Sector D, Monterrey","$ 16,400,000",3,730,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-sola-en-venta-en-cumbres-5to-sector-d-monterrey-24.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/354792916ba6d0.jpg,25.7384795,-100.4078266
1492,CASA EN VENTA CUMBRES 5TO SECTOR ZONA MONTERREY,"$ 5,500,000",3,264,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5to-sector-zona-monterrey-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dea9e91a42427b.jpg,25.7384795,-100.4078266
1493,"CASA EN VENTA CUMBRES 4º SECTOR, CUMBRES, COLINAS DE LAS CUMBRES, MONTERREY","$ 6,400,000",3,450,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4o-sector-cumbres-colinas-de-las-cumbres-monterrey-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/956c963072946b.jpg,25.7384795,-100.4078266
1494,"Casa Venta Cumbres 6o Sector B, Monterrey","$ 6,200,000",3,368,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-venta-cumbres-6o-sector-b-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/37407379261ca9.jpg,25.7384795,-100.4078266
1495,Casa en venta Cumbres 4to. Sector al Poniente de Monterrey,"$ 6,960,000",3,417,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4to-sector-al-poniente-de-monterrey-8.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b73889f3706c22.jpg,25.7384795,-100.4078266
1496,"Casa sola en Venta, en Cumbres 5to Sector D, Monterrey","$ 5,500,000",4,316,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-sola-en-venta-en-cumbres-5to-sector-d-monterrey-22.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b2dec1abe78abf.jpg,25.7384795,-100.4078266
1497,"Venta, Cumbres Tercer Sector","$ 9,900,000",3,573,"Cumbres, Monterrey",https://www.lamudi.com.mx/venta-cumbres-tercer-sector-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/03edc7ea718949.jpg,25.7384795,-100.4078266
1498,Casa - Portal del Huajuco,"$ 34,500,000",4,986,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-portal-del-huajuco-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2e5890ec40cfcb.jpg,25.5707283,-100.2270701
1499,Casa en Venta Carretera Nacional,"$ 27,500,000",4,670,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-carretera-nacional-194.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0b80fec65b855b.jpg,25.5707283,-100.2270701
1500,CASA EN PRE-VENTA PORTAL DEL HUAJUCO,"$ 28,600,000",4,960,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-pre-venta-portal-del-huajuco.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e7fbe2ed9231b0.jpg,25.5707283,-100.2270701
1501,CASA EN VENTA EN LA HERRADURA,"$ 34,500,000",4,986,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-herradura-150.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/38baa5453822e4.jpg,25.5707283,-100.2270701
1502,"CASA EN VENTA PORTAL DEL HUAJUCO CARRETERA NACIONAL MONTERREY N L $18,500,000","$ 18,500,000",3,590,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-portal-del-huajuco-carretera-nacional-monterrey-n-l-18-500-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/961498485d314b.jpg,25.5707283,-100.2270701
1503,CASA EN VENTA FRACCIONAMIENTO PORTAL DEL HUAJUCO CARRETERA NACIONAL MONTERREY N L $35...,"$ 35,000,000",5,1149,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-fraccionamiento-portal-del-huajuco-carretera-nacional-monterrey-n-l-35-000-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f383fd2c4b9f63.jpg,25.5707283,-100.2270701
1504,"CASA PROYECTO EN VENTA PORTAL DEL HUAJUCO,","$ 29,805,384",3,700,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-proyecto-en-venta-portal-del-huajuco.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c9baa79e53bbb4.jpg,25.5707283,-100.2270701
1505,"CASA PROYECTO EN VENTA PORTAL DEL HUAJUCO $21,571,212","$ 21,571,212",3,800,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-proyecto-en-venta-portal-del-huajuco-21-571-212-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/75d07d02b33b9b.jpg,25.5707283,-100.2270701
1506,CASA EN VENTA PORTAL DEL HUAJUCO INCLUYE ACCION EN EL DEPORTIVO,"$ 35,000,000",5,1149,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-portal-del-huajuco-incluye-accion-en-el-deportivo.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cee75e844478d1.jpg,25.5707283,-100.2270701
1507,"Casa en Venta en Carretera Nacional, Portal del Huajuco - 7176","$ 75,000,000",4,2500,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-carretera-nacional-portal-del-huajuco-7176.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/08d6235dfae5f0.jpg,25.5707283,-100.2270701
1508,"CASA EN VENTA PORTAL DEL HUAJUCO CARRETERA NACIONAL MONTERREY N L $29,000,000","$ 29,000,000",5,804,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-portal-del-huajuco-carretera-nacional-monterrey-n-l-29-000-000-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b728e7c07ee642.jpg,25.5707283,-100.2270701
1509,CASA EN VENTA EN PORTAL DEL HUAJUCO,"$ 22,300,000",3,540,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-portal-del-huajuco-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/51013defe47421.jpg,25.5707283,-100.2270701
1510,"CASA PREVENTA PORTAL DEL HUAJUCO $34,000,000","$ 34,000,000",4,1000,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-preventa-portal-del-huajuco-34-000-000-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f696c0d4538cba.jpg,25.5707283,-100.2270701
1511,"CASA VENTA PROYECTO PORTAL DEL HUAJUCO $28,600,000","$ 28,600,000",5,1250,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-venta-proyecto-portal-del-huajuco-28-600-000-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ff2f66bac50ea8.jpg,25.5707283,-100.2270701
1512,Casa en venta - Portal del Huajuco carretera nacional,"$ 23,500,000",4,821,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-portal-del-huajuco-carretera-nacional-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2e331df1e7b054.jpg,25.5707283,-100.2270701
1513,"Casa Portal del Huajuco una sola planta, carretera Nacional.","$ 22,300,000",4,549,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-portal-del-huajuco-una-sola-planta-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3121c3d50789dc.jpg,25.5707283,-100.2270701
1514,CASA EN VENTA PORTAL DEL HUAJUCO  CARR NACIONAL  MTY NL,"$ 25,000,000",4,920,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-portal-del-huajuco-carr-nacional-mty-nl.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7f0dffab6bbb03.jpg,25.5707283,-100.2270701
1515,"CASA  EN VENTA EN OBRA BLANCA  PORTAL DEL HUAJUCO $28,000,000","$ 28,000,000",4,933,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-obra-blanca-portal-del-huajuco-28-000-000-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0a33d89fa15fdd.jpg,25.5707283,-100.2270701
1516,"CASA EN PREVENTA EN CATUJANES, CARRETERA NACIONAL - MONTERREY SUR","$ 11,000,000",4,532,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-preventa-en-catujanes-carretera-nacional-monterrey-sur.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/589c9bc5771d72.jpg,25.5707283,-100.2270701
1517,"CASA EN VENTA PORTAL DEL HUAJUCO, CARRETERA NACIONAL","$ 32,000,000",4,1150,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-portal-del-huajuco-carretera-nacional-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3ee8bca56b0568.jpg,25.5707283,-100.2270701
1518,"Casa en Venta en Carretera Nacional, Portal del Huajuco - 7177","$ 40,000,000",4,1500,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-carretera-nacional-portal-del-huajuco-7177.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b1700d0b28e2d0.jpg,25.5707283,-100.2270701
